fiscalDateEnding,reportedCurrency_cash_flow,operatingCashflow_cash_flow,paymentsForOperatingActivities_cash_flow,proceedsFromOperatingActivities_cash_flow,changeInOperatingLiabilities_cash_flow,changeInOperatingAssets_cash_flow,depreciationDepletionAndAmortization_cash_flow,capitalExpenditures_cash_flow,changeInReceivables_cash_flow,changeInInventory_cash_flow,profitLoss_cash_flow,cashflowFromInvestment_cash_flow,cashflowFromFinancing_cash_flow,proceedsFromRepaymentsOfShortTermDebt_cash_flow,paymentsForRepurchaseOfCommonStock_cash_flow,paymentsForRepurchaseOfEquity_cash_flow,paymentsForRepurchaseOfPreferredStock_cash_flow,dividendPayout_cash_flow,dividendPayoutCommonStock_cash_flow,dividendPayoutPreferredStock_cash_flow,proceedsFromIssuanceOfCommonStock_cash_flow,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet_cash_flow,proceedsFromIssuanceOfPreferredStock_cash_flow,proceedsFromRepurchaseOfEquity_cash_flow,proceedsFromSaleOfTreasuryStock_cash_flow,changeInCashAndCashEquivalents_cash_flow,changeInExchangeRate_cash_flow,netIncome_cash_flow,reportedCurrency_balance_sheet,totalAssets_balance_sheet,totalCurrentAssets_balance_sheet,cashAndCashEquivalentsAtCarryingValue_balance_sheet,cashAndShortTermInvestments_balance_sheet,inventory_balance_sheet,currentNetReceivables_balance_sheet,totalNonCurrentAssets_balance_sheet,propertyPlantEquipment_balance_sheet,accumulatedDepreciationAmortizationPPE_balance_sheet,intangibleAssets_balance_sheet,intangibleAssetsExcludingGoodwill_balance_sheet,goodwill_balance_sheet,investments_balance_sheet,longTermInvestments_balance_sheet,shortTermInvestments_balance_sheet,otherCurrentAssets_balance_sheet,otherNonCurrentAssets_balance_sheet,totalLiabilities_balance_sheet,totalCurrentLiabilities_balance_sheet,currentAccountsPayable_balance_sheet,deferredRevenue_balance_sheet,currentDebt_balance_sheet,shortTermDebt_balance_sheet,totalNonCurrentLiabilities_balance_sheet,capitalLeaseObligations_balance_sheet,longTermDebt_balance_sheet,currentLongTermDebt_balance_sheet,longTermDebtNoncurrent_balance_sheet,shortLongTermDebtTotal_balance_sheet,otherCurrentLiabilities_balance_sheet,otherNonCurrentLiabilities_balance_sheet,totalShareholderEquity_balance_sheet,treasuryStock_balance_sheet,retainedEarnings_balance_sheet,commonStock_balance_sheet,commonStockSharesOutstanding_balance_sheet,reportedCurrency_income_statement,grossProfit_income_statement,totalRevenue_income_statement,costOfRevenue_income_statement,costofGoodsAndServicesSold_income_statement,operatingIncome_income_statement,sellingGeneralAndAdministrative_income_statement,researchAndDevelopment_income_statement,operatingExpenses_income_statement,investmentIncomeNet_income_statement,netInterestIncome_income_statement,interestIncome_income_statement,interestExpense_income_statement,nonInterestIncome_income_statement,otherNonOperatingIncome_income_statement,depreciation_income_statement,depreciationAndAmortization_income_statement,incomeBeforeTax_income_statement,incomeTaxExpense_income_statement,interestAndDebtExpense_income_statement,netIncomeFromContinuingOperations_income_statement,comprehensiveIncomeNetOfTax_income_statement,ebit_income_statement,ebitda_income_statement,netIncome_income_statement,reportedDate_earnings,reportedEPS_earnings,estimatedEPS_earnings,surprise_earnings,surprisePercentage_earnings,reportTime_earnings
2009-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,3627000000,8163000000,5192000000,5457000000,2323000000,985000000,319000000,1304000000,None,None,None,63000000,None,None,None,172000000,2386000000,766000000,None,None,None,2323000000,1839000000,1620000000,2009-04-22,0.0475,0.04,0.0075,18.75,post-market
2008-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,4507000000,10167000000,6635000000,7373000000,3101000000,1091000000,315000000,1406000000,None,None,None,158000000,None,None,None,158000000,3259000000,1004000000,None,None,None,3101000000,2284000000,2255000000,2009-01-21,0.0625,0.05,0.0125,25,post-market
2008-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,4791000000,7895000000,5156000000,8116000000,3494000000,999000000,298000000,1297000000,None,None,None,140000000,None,None,None,134000000,3634000000,1213000000,None,None,None,3494000000,1442000000,2421000000,2008-10-21,0.045,0.04,0.005,12.5,post-market
2008-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USD,2600000000,7464000000,4864000000,4864000000,1392000000,916000000,292000000,1208000000,None,None,None,118000000,None,None,None,117000000,1510000000,438000000,None,None,None,1392000000,1392000000,1072000000,2008-07-21,0.0425,0.0375,0.005,13.3333,post-market
2008-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-23,0.0425,0.0375,0.005,13.3333,post-market
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-01-22,0.06,0.06,0,0,pre-market
2007-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22,0.04,0.03,0.01,33.3333,pre-market
2007-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-07-25,0.03,0.03,0,0,pre-market
2007-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-04-25,0.03,0.02,0.01,50,pre-market
2006-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-01-17,0.04,0.03,0.01,33.3333,pre-market
2006-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-18,0.02,0.02,0,0,pre-market
2006-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-07-19,0.02,0.02,0,0,pre-market
2006-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-19,0.02,0.02,0,0,pre-market
2005-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-01-18,0.02,0.02,0,0,pre-market
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-11,0.01,0.01,0,0,pre-market
2005-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-13,0.01,0.01,0,0,pre-market
2005-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-13,0.01,0.01,0,0,pre-market
2004-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-12,0.01,0.01,0,0,pre-market
2004-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-13,0.02,0.01,0.01,100,pre-market
2004-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-14,0.01,0.01,0,0,pre-market
2004-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-14,0.01,0.01,0,0,pre-market
2003-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-14,0.01,0.01,0,0,pre-market
2003-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-15,0.01,None,0,None,pre-market
2003-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-16,0.0009,None,0,None,pre-market
2003-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,0.0007,None,0,None,pre-market
2002-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-15,-0.0004,None,0,None,pre-market
2002-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-16,-0.0022,None,0,None,pre-market
2002-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-16,0.01,0.01,0,0,pre-market
2002-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-18,0.002,None,0,None,pre-market
2001-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-01-16,0.01,0.01,0,0,pre-market
2001-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-10-18,0.0034,None,0,None,pre-market
2001-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-07-18,0.003,None,0,None,pre-market
2001-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-04-18,0.01,None,0,None,pre-market
2000-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-12-31,-0.0097,None,0,None,pre-market
2000-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-10-18,0.01,0.01,0,0,pre-market
2000-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-18,0.01,0.01,0,0,pre-market
2000-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-04-19,0.01,0.01,0,0,pre-market
1999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-01-19,0.01,0.01,0,0,pre-market
1999-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-13,0.02,0.02,0,0,pre-market
1999-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-14,0.01,0.01,0,0,pre-market
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-14,0.01,0.01,0,0,pre-market
1998-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-01-13,0.01,0.01,0,0,pre-market
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-10-14,0.01,0.02,-0.01,-50,pre-market
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-07-15,0.01,0.01,0,0,pre-market
1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-04-15,0.01,0.01,0,0,pre-market
1997-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-14,0.01,0.01,0,0,pre-market
1997-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-10-15,-0.0114,None,0,None,pre-market
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-07-16,-0.02,-0.02,0,0,pre-market
1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-04-16,-0.05,-0.04,-0.01,-25,pre-market
1996-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-15,-0.03,-0.02,-0.01,-50,pre-market
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-10-16,0.0018,-0.01,0.0118,118,pre-market
1996-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-07-17,-0.02,-0.04,0.02,50,pre-market
1996-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-04-17,-0.07,-0.05,-0.02,-40,pre-market
